eventType,comments
Stuck Pipe,npt drilling <number> directional hole in sliding mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm avg rop <number>mhr mw in <number>sg mw out <number>sg formation khasib sweep hole w <number> of bridging pill <number>% splintery cavings on shakers permanenty <number>% mashy cuttings clay on shakers permanenty
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg formation tanuma <number>% mashy cuttings clay on shakers permanenty
Stuck Pipe,npt drilling <number> directional hole in sliding mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm avg rop <number>mhr mw in <number>sg mw out <number>sg formation khasib sweep hole w <number> of bridging pill
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg formation khasib top mishrif at <number>m
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg formation mishrif
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg max gas pick <number>% formation mishrif sweep hole w <number> of bridging pill
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg max gas pick <number>% no connection gas traces of splintery cavings formation mishrif <number>% limestone
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg max gas pick <number>% no connection gas traces of splintery cavings formation mishrif <number>% limestone no cavings on shaker sweep hole w <number> of bridging pill
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg max gas pick <number>% no connection gas formation mishrif <number>% limestone no cavings on shaker
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg average background gas <number>% no connection gas formation mishrif <number>% limestone no cavings on shaker sweep hole w <number> of bridging pill
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg average background gas <number>% w decreasing trend to <number>% to base of mishrif formation mishrif <number>% limestone no cavings on shaker top of rumaila at <number>m
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg average background gas <number>% no connection gas formation rumaila <number>% limestone no cavings on shaker sweep hole w <number> of bridging pill
Stuck Pipe,npt survey  <number>m md <number>deg inc <number>deg az <number>m tvd ctct from mother <number>m ctct from plan <number>m <number> downhole losees for <number>hr
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg average background gas <number>% no connection gas formation rumaila <number>% limestone no cavings on shaker sweep hole w <number> of bridging pill top of ahmadi at <number>m
Other,npt tds serviice
Other,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg average background gas <number>% no connection gas formation ahmadi  <number>% limestone<number>% shale no cavings on shaker sweep hole w <number> of bridging pill
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg average background gas <number>% no connection gas formation ahmadi <number>% limestone<number>% shale no cavings on shaker sweep hole w <number> of bridging pill <number> downhole losees for <number>hr
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg average background gas <number>% no connection gas formation ahmadi <number>% limestone<number>% shale no cavings on shaker sweep hole w <number> of bridging pill
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg average background gas <number>% no connection gas formation ahmadi <number>% limestone<number>% shale no cavings sweep hole w <number> of bridging pill
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg average background gas <number>% no connection gas formation ahmadi <number>% limestone<number>% shale no cavings sweep hole w <number> of bridging pill top of maudud at <number>m
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg average background gas <number>% no connection gas formation maudud <number>% limestone<number>% shale <number>% cavings sweep hole w <number> of bridging pill
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg average background gas <number>% w decreasing trend to zero formation maudud <number>% limestone<number>% shale no cavings sweep hole w <number> of bridging pill
Stuck Pipe,npt drilling <number> directional hole in sliding mode from <number>m to <number>m <number>t wob <number>lpm <number>psi avg rop <number>mhr mw in <number>sg mw out <number>sg formation maududxxunitpercelimestone% shale <number>% splintery canings
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg formation maudud <number>% limestone<number>% shale <number>% splintery cavings sweep hole w <number> of bridging pill
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg formation maudud <number>% limeston no cavings sweep hole w <number> of bridging pill <number> downhole losses for <number>hr
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg formation maudud <number>% limeston <number>% splintary cavings sweep hole w <number> of bridging pill top of nahr umr at <number>m
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg formation nahr umr <number>% claystone<number>% shale<number>%limestone <number>% splintary cavings sweep hole w <number> of bridging pill
Stuck Pipe,npt survey  <number>m md <number>deg inc <number>deg az <number>m tvd ctct from mother <number>m ctct from plan <number>m <number> downhole losses for <number>hr
Stuck Pipe,npt drilling <number> directional hole in sliding mode from <number>m to <number>m <number>t wob <number>lpm <number>psi avg rop <number>mhr mw in <number>sg mw out <number>sg formation nahr umr <number>% claystone<number>% shale<number>%limestone <number>% splintary cavings
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg formation nahr umr <number>% claystone<number>% shale <number>% splintary cavings take scr sweep hole w <number> of bridging pill
Stuck Pipe,npt drilling <number> directional hole in sliding mode from <number>m to <number>m <number>t wob <number>lpm <number>psi avg rop <number>mhr mw in <number>sg mw out <number>sg formation nahr umr <number>% claystone<number>% shale <number>% splintary cavings <number> downhole losses for <number>hr
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg formation nahr umrxxunitperceclaystone% shale <number>% splintary cavings sweep hole w <number> of bridging pill
Stuck Pipe,npt survey  <number>md <number>deg inc <number>deg az <number>m tvd ctct from mother <number>m ctct from plan <number>m
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg formation nahr umrxxunitperceclaystone% shale sweep hole w <number> of bridging pill
Stuck Pipe,npt drilling <number> directional hole in sliding mode from <number>m to <number>m <number>t wob <number>lpm <number>psi avg rop <number>mhr mw in <number>sg mw out <number>sg formation nahr umr <number>%limestone<number>% claystone<number>% shale<number>% sandstone<number>% siltstone <number> downhole losses for <number>hr
Stuck Pipe,npt drilling <number> directional hole in sliding mode from <number>m to <number>m <number>t wob <number>lpm <number>psi avg rop <number>mhr mw in <number>sg mw out <number>sg formation nahr umr <number>%limestone<number>% claystone<number>% shale<number>% sandstone<number>% siltstone <number>% splintery cavings permanently downhole losses <number>h surface losses <number>hr
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg formation nahr umr <number>% siltstone <number>% claystone<number>%shale<number>% sandstone <number>% splintery cavings permanently sweep hole w <number> of bridging pill downhole losses <number>h surface losses <number>h
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg formation nahr umr <number>% siltstone<number>% claystone<number>% sandstone <number>% splintery cavings permanently downhole losses <number>h surface losses <number>h
Stuck Pipe,npt rig repair no screensxxunitinstock collect acceptable usable screens repair and clean same to reuse it again meanwhile circulate and riciprocate string downhole losses <number>h
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop mhr mw in <number>sg mw out <number>sg formation nahr umr <number>% siltstone<number>% shale<number>% sandstone <number>% splintery cavings permanently sweep hole w <number> of bridging pill downhole losses <number>h surface losses <number>h
Stuck Pipe,npt bad survey attempt to take survey <number> times w <number>lpm  bad signal from mwd
Other,npt rig repair change screens on shakers to cleaned old sreens to enable <number>lpm for survey repair shaker n<number>
Stuck Pipe,npt survey attempt to take survey <number> times w <number>lpm  <number>md <number>deg inc <number>deg az <number>m tvd ctct from mother <number>m ctct from plan <number>m surface losses <number>h
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg formation nahr umr <number>% siltstone <number>%shale<number>% sandstone <number>% splintery cavings permanently downhole losses <number>h surface losses <number>h
Stuck Pipe,npt drilling <number> directional hole in sliding mode from <number>m to <number>m <number>t wob <number>lpm <number>psi avg rop <number>mhr mw in <number>sg mw out <number>sg formation nahr umr <number>% siltstone <number>% shale<number>% sandstone <number>% splintery cavings permanently downhole losses <number>h surface losses <number>h
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg formation nahr umr <number>% siltstone <number>% shale<number>% sandstone <number>% splintery cavings permanently sweep hole w <number> of bridging pill downhole losses <number>h surface losses <number>h
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg formation nahr umr <number>% siltstone <number>% shale<number>% sandstone<number>% limestone <number>% splintery cavings permanently downhole losses <number>h surface losses <number>h
Stuck Pipe,npt drilling <number> directional hole in sliding mode from <number>m to <number>m <number>t wob <number>lpm <number>psi avg rop <number>mhr mw in <number>sg mw out <number>sg formation nahr umr<number>% shale <number>% sandstone <number>% splintery cavings permanently downhole losses <number>h surface losses <number>h
Stuck Pipe,npt drilling <number> directional hole in sliding mode from <number>m to <number>m <number>t wob <number>lpm <number>psi avg rop <number>mhr mw in <number>sg mw out <number>sg formation nahr umr <number>% shale <number>% sandstone <number>% splintery cavings downhole losses <number>h surface losses <number>h
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg formation nahr umr <number>% siltstone <number>% shale<number>% sandstone <number>% splintery cavings sweep hole w <number> of bridging pill downhole losses <number>h surface losses <number>h
Stuck Pipe,npt survey  <number>md <number>deg inc <number>deg az <number>m tvd ctct from mother <number>m ctct from plan <number>m meanwhile tds service take scr
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg formation nahr umr<number>% siltstone<number>% sandstone <number>% splintery cavings sweep hole w <number> of bridging pill downhole losses <number>h surface losses <number>h
Stuck Pipe,npt survey <number>m before top of shuaiba w <number>lpm  <number>md <number>deg inc <number>deg az <number>m tvd ctct from mother <number>m ctct from plan <number>m
Stuck Pipe,npt rig repair both wash guns broken  not possible to clean plugged screens repair same clean screens before entering shuaiba to have control on surface losses and monitor downhole losses
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg formation nahr umr <number>% siltstone<number>% sandstone<number>% shale<number>% claystone <number>% splintery cavings downhole losses <number>h surface losses <number>h top of shuaiba at <number>m
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs avg rop <number>mhr mw in <number>sg mw out <number>sg formation shuaiba <number>% limestone <number>% splintery cavings sweep hole w <number> of bridging pill downhole losses <number>h surface losses <number>h
Stuck Pipe,npt survey <number> unsuccessfull w <number>lpm and <number>lpm  <number> successful w <number>lpm   <number>md <number>deg inc <number>deg az <number>m tvd ctct from mother <number>m ctct from plan <number>m
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs controlled rop <number>mhr mw in <number>sg mw out <number>sg formation shuaiba <number>% limestone <number>% splintery cavings sweep hole w <number> of bridging pill downhole losses <number>hr surface losses <number>hr
Stuck Pipe,npt survey  <number>md <number>deg inc <number>deg az <number>m tvd ctct from mother <number>m ctct from plan <number>m take scr
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs controlled rop <number>mhr mw in <number>sg mw out <number>sg formation shuaiba <number>% limestone <number>% splintery cavings sweep hole w <number> of bridging pill downhole losses <number>hr surface losses <number>hr zubair top at <number>m
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbsrop <number>mhr mw in <number>sg mw out <number>sg formation zubair <number>% shale<number>% sandstone <number>% splintery cavings sweep hole w <number> of bridging pill downhole losses <number>hr surface losses <number>hr
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs rop <number>mhr mw in <number>sg mw out <number>sg formation zubair <number>% clay<number>% shale<number>% sandstone<number>% siltstone <number>% splintery cavings average background gas <number>% no connection gas sweep hole w <number> of bridging pill downhole losses <number>hr surface losses <number>hr
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs rop <number>mhr mw in <number>sg mw out <number>sg formation zubair <number>% claystone<number>% shale<number>% sandstone<number>% siltstone oil traces <number>% splintery cavings average background gas <number>% w pick <number>% sweep hole w <number> of bridging pill downhole losses <number>hr surface losses <number>hr
Other,npt tds service  ld <number> single weekly tds service
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs rop <number>mhr mw in <number>sg mw out <number>sg formation zubair <number>% claystone<number>% shale<number>% sandstone<number>% siltstone <number>% splintery cavings average background gas <number>% w pick <number>% sweep hole w <number> of bridging pill downhole losses <number>hr surface losses <number>hr
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs rop <number>mhr mw in <number>sg mw out <number>sg formation zubair <number>% shale<number>% sandstonexxunitpercesplintery cavings average background gas <number>% w pick <number>% sweep hole w <number> of bridging pill downhole losses <number>hr surface losses <number>hr
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs rop <number>mhr mw in <number>sg mw out <number>sg formation zubair <number>% shale<number>% sandstone <number>% splintery cavings average background gas <number>% w pick <number>% sweep hole w <number> of bridging pill downhole losses <number>hr surface losses <number>hr
Stuck Pipe,npt survey  <number>md <number>deg inc <number>deg az <number>m tvd ctct from mother <number>m ctct from plan <number>m meanwhile perform tds service
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs rop <number>mhr mw in <number>sg mw out <number>sg formation zubair <number>% shale<number>% sandstone<number>% siltstone <number>% splintery cavings average background gas <number>% w pick <number>% sweep hole w <number> of bridging pill downhole losses <number>hr surface losses <number>hr
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs rop <number>mhr mw in <number>sg mw out <number>sg formation zubair <number>% shale<number>% sandstone<number>% siltstone <number>% splintery cavings average background gas <number>% w peak <number>% sweep hole w <number> of bridging pill downhole losses <number>hr surface losses <number>hr
Other,npt rig repair clean screens to have control on surface losses and monitor downhole losses
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs rop <number>mhr mw in <number>sg mw out <number>sg formation zubair <number>% shale<number>% sandstone<number>% siltstone<number>% claystone <number>% splintery cavings average background gas <number>% w peak <number>% sweep hole w <number> of bridging pill downhole losses <number>hr surface losses <number>hr
Stuck Pipe,npt survey  <number>md <number>deg inc <number>deg az <number>m tvd ctct from mother <number>m ctct from plan <number>m agree w cliinet to dispence w further surveys due to hight risk of differentinal stuck
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs rop <number>mhr mw in <number>sg mw out <number>sg formation zubair <number>% shale<number>% sandstone<number>% claystone <number>% splintery cavings average background gas <number>% w peak <number>% sweep hole w <number> of bridging pill every stand take scr at <number>m downhole losses <number>hr surface losses <number>hr
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs rop <number>mhr mw in <number>sg mw out <number>sg formation zubair <number>% shale<number>% sandstone<number>% claystone<number>% siltstone <number>xxunitpercesplintery cavings average background gas <number>% w peak <number>% sweep hole w <number> of bridging pill every stand downhole losses <number>hr surface losses <number>hr wellsite geologist defined well td at <number>m
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs rop <number>mhr mw in <number>sg mw out <number>sg formation zubair <number>% shale<number>% sandstone<number>% siltstonexxunitpercesplintery cavings average background gas <number>% w peak <number>% sweep hole w <number> of bridging pill every stand downhole losses <number>hr surface losses <number>hr
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs rop <number>mhr mw in <number>sg mw out <number>sg formation zubair <number>% shale<number>% sandstone<number>% siltstone <number>% splintery cavings average background gas <number>% w peak <number>% sweep hole w <number> of bridging pill every stand downhole losses <number>hr surface losses <number>hr
Stuck Pipe,npt drilling <number> directional hole in rotary mode from <number>m to <number>m well td <number>t wob <number>lpm <number>psi <number>total rpm <number>kftlbs rop <number>mhr mw in <number>sg mw out <number>sg formation zubair <number>% shale<number>% sandstone<number>% siltstone<number>% claystone <number>% splintery cavings average background gas <number>% w peak <number>% sweep hole w <number> of bridging pill every stand downhole losses <number>hr surface losses <number>hr
Stuck Pipe,npt circulate hole clean pump <number> hivis <number>lpm <number>psi <number>% splintery cavings downhole losses <number>hr surface losses <number>hr take scr
Stuck Pipe,npt spot hivis on bottom pump and displace <number> hivis <number>sg to cover entire open hole
Stuck Pipe,npt pooh from <number>m to <number>m work tight spots twice <number>m <number>m <number>m no backreaming no washing no pumping out required
Stuck Pipe,npt pooh from <number>m to <number> casing shoe work tight spots twice <number>m <number>m no backreaming no washing no pumping out required ld <number> single was includedxxunitinstring to make full stand for sliding
Other,npt rig service major tds service rig tong service
Stuck Pipe,npt rih from <number> casing shoe to <number>m fill string every <number> stands wash down due to tight hole <number>t resistance while rih <number>m to <number>m <number>m to <number>m <number>m to <number>m w <number>lpm <number>psi downhole losses <number>hr surface losses <number>hr
Stuck Pipe,rih from <number>m to <number>m fill string every <number> stands
Stuck Pipe,wash down from <number>m to <number>m precautionary wash down last <number> stands inside <number>sg hivis to reduce ecd before reaching td <number>lpm <number>psi downhole losses <number>hr surface losses <number>hr no gas
Stuck Pipe,ream down from <number>m to <number>m not possible to wash wo reaming <number>lpm <number>psi <number>rpm <number>klbsft <number>% splintery cavings downhole losses <number>hr surface losses <number>hr no gas
Stuck Pipe,circulate hole clean pump <number> hivis <number>lpm <number>psi <number>% splintery cavings downhole losses <number>hr surface losses <number>hr no gas take scr
Stuck Pipe,spot hivis on bottom pump and displace <number> hivis <number>sg to cover entire open hole
Stuck Pipe,flow check  ok
Stuck Pipe,pooh from <number>m to <number>m hole inxxunitagood conditon
Other,npt rig repair both trip tank pumps stopped working  fix one temporarily meanwhile reciprocate string
Stuck Pipe,experienced resistance with shoe at <number>m <number>klbs set down weight and <number>klbs overpull required to free string 
Other,pooh <number> casing on <number> landing string from <number>m to <number>m
Other,racked back hanger assembly and changed out handling tools observed seal assembly cocked at an angle on 
Other,pooh <number> casing from <number>m to <number>m examining each connector for damage
Other,pooh with <number> casing from <number>m to <number>m examining each connector for damage damage observed to lower 
Other,conducted further investigations of drawworksxxunitcmotor installed drainxxunitinsump below rotary table as part of 
Other,rigged down casing handling equipment and prepared to handle <number> dp
Other,made up jetting assembly
Other,troubleshoot bx<number> elevator closing function
Other,rih jetting assembly from surface to <number>mnote
Other,made up nsp to running tool
Other,rih jetting assembly from <number>m to <number>m
Other,jetted wellhead and bop area
Other,landed out nspxxunitinwellhead confirmed successful release by observing pressures as running tool passed kill outlet 
Other,pooh from <number>m to surface racked back wear bushing running tool 
Stuck Pipe,working on stuck string with torque <number> klbft and jar down  in progress
Stuck Pipe,continued working on stuck string with torque <number> klbft and jar down with applying all string weight  jar up increased tension on the string to max overpull <number> klb on lwd tools meanwhile reduced mud weight to <number> pcf
Other,flow check  hole static
Stuck Pipe,continued working on stuck string with torque <number> klbft and jar down with applying all string weight  jar up increased tension on the string to max overpull <number> klb on lwd tools string got free  stucked while ream down jar up   increased tension on the string to max ovepull <number> klb on lwd tools string got free rotary stalled while ream down  got free by jarring up continued ream down  back ream meanwhile reduced mud weight to <number> pcf 
Other,flow check  hole staticrotated string w <number> rpm during flow check  string stucked
Stuck Pipe, jar up   increased tension on the string to max over pull <number> klb on lwd tools  string got free  rotary stalled many times while ream down  back ream
Other,continued ream down  back ream meanwhile decreased mud weight to <number> pcf
Other,pooh w <number> performance bha wlwd tools from <number>' to <number> csg shoe  <number>'monitor the well through the trip tank  static
Other,extended flow check  hole static
Other,conducted h<number>s drill  good response
Other,continued pooh w <number> performance bha wlwd tools to <number>' top of bhamonitor the well through the trip tank  static
Other,continued pooh w <number> performance bha wlwd tools to <number> ftmonitor the well through the trip tank  static 
Other,ld slb  performance  lwd   assy ecoscopetelescopestethoscopesonic  <number> pdc bit  bit dull <number>wtaxinobha 
Other,mu test plug and retrieve wear bushing 
Other,pick up  make up bop test assembly as follow <number> stands of <number> hwdp test plug   xo  <number> dp  <number> side entry sub  <number> fosv and rih to top of tubing head spool open side outlet valve in tubing head spool
Stuck Pipe,pup  mup jetting tool  jet bop  ld same
Other,continued rih w sps well bore cleaning tool on tapered string <number>  <number> dp's  break circulation every <number> ft to clean scrappers 
Other,circulate while entering pbr untill lightly tagging pbr top wnogo  no rotation  then pu <number>'  reverse circulation hole w filtered water  recover <number> pcf formate mud
Other,flow check  hole static 
Other,clean  flush surface lines 
Other,pump <number> bbl hivis water spacer ph  <number>  <number> bbl csg pickle  <number> bbl hivis  spacer ph <number>  <number> bpm  rotate  reciprocate string <number> rpm  once pickle out of string  increase pump rate to <number> bpm  continue chc  with filtered water  ntu  <number>  tss  <number> 
Other,wiper trip  pull <number> std to bring brush above <number> liner  rih 
Other,pump <number> bbl hi vis wtr sweep  chc with filtered wtr    <number> successful  tests taken  <number> minutes apart  <number>  ntu  <number>   tss  <number> ntu  <number>  tss  <number> ntu  <number>  tss <number>
Other,displace well w<number> pcf clean mud as per program
Other,flow check  well static  ok 
Other,pooh with ld <number> dp to top of liner  <number> ft  observing proper fill on pooh
Other,pump <number> bbl hivis sweep  circulate out of the well  flow check  well static 
Other,pooh with pickling bha and ld all drill string to surface observing proper fill on pooh
Other,pjsm  pull wear bushing  install test plug as per wg rep  secure the well  change blind ram to <number> rams 
Other,pjsm  pressure test ram to <number> psi  hydrill to <number>  <number> psi  pull test plug and ld same 
Stuck Pipe,npt attempted to resume drillingtried rotate string got high torque up to <number> kftlbs picked up string <number> m with <number> klbs over pulltried to rotate string observed high torque up to <number> kftlbs picked up another <number> m and checked rotation observed torque more than <number> kftlbs picked up another <number> m checked rotation observed torque  more than <number> kftlbsapplied slack off up <number> mt overpull no succestried to get rotary worked in the range of <number> mt overpull and <number>  <number> mt slack offtried to rotate string at neutral weigh tpumped <number> m<number> of hivis premixed with diesel spot at bottomtried to rotate string at <number> mt less than  neutral weight observed drop of cds unit antirotation bracket from tds heightstopped working with rotary worked in the range of <number> mt overpull and <number>  <number> mt slack off no success downhole losses <number> m<number> loss rate <number> m<number>hr
Stuck Pipe,npt worked at <number> mt overpull  <number>  <number> mt slack off  pumped <number> m<number> of drilling detergent caustic soda slug  spot to bottomworked down with full string weight at <number> ftlbs continuously observed weight increase during working down with rotary as <number> to <number> tonstried to apply rotary up to <number> ftlbs at neutral weight <number>  <number> mt worked down from neutral weight point to full string weight point  from <number> mt to <number> mt with <number> ftlbs at string  pumped <number> m<number> of hivis circulated hole at <number> lpm  worked from neutral point to full string weight  from <number> mt to <number> mt with <number> ftlbs torque at string worked with full string weight down  apply <number> ftlbs torque to get string down  worked up at <number> mt overpull  down to <number> mt set weight with <number> ftlbs torque several times observed string movement up <number> m during up work worked down to <number>  <number> m set weight with <number> ftlbs torque string became free downhole loss <number> m<number>average loss <number> m<number>hr
Other,drilled blind <number> hole section with casing drilling from <number> m to <number> mpumped <number> m<number> of hivisworked with two pumps through casing and trip tank pump through annulus stopped pumping via trip tank when returns observed at shakers after <number> m<number> of pumping flow <number>  lm spp <number> psi wob <number>  <number> mt rpm <number>  <number> torque <number>  <number> kftlbs rop average on bottom <number> mhr average overall rop <number> mhr downhole losses <number> m<number> average losses rate<number> m<number>hr
